ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrezgene	external_gene_name	chromosome_name	start_position	end_position	strand	gene_biotype	description
ENSG00000001630	48.3825187312976	-1.53487652265112	0.265330627123294	-5.78476951301174	7.26118196116922e-09	2.33620637011532e-08	1595	CYP51A1	7	92112153	92134803	-1	protein_coding	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]
ENSG00000001631	428.542696499662	0.144729644790256	0.110436688856225	1.3105214063297	0.19001950744155	0.235153173130977	889	KRIT1	7	92198969	92246166	-1	protein_coding	KRIT1, ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]
ENSG00000002016	64.5369530454487	1.18623194262254	0.235671817219132	5.03340601612777	4.81841096495584e-07	1.31491566917121e-06	5893	RAD52	12	912077	990053	-1	protein_coding	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]
ENSG00000002079	986.16170178502	-3.72965014038235	0.10390088220085	-35.896231691013	3.49758653281757e-282	7.28397378220207e-279	NA	MYH16	7	99238829	99311130	1	transcribed_unitary_pseudogene	myosin heavy chain 16 pseudogene [Source:HGNC Symbol;Acc:HGNC:31038]
ENSG00000002330	231.515643967941	0.432359609736977	0.159344481799612	2.71336418339672	0.00666038642940277	0.0108340898647438	572	BAD	11	64269830	64284704	-1	protein_coding	BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]
ENSG00000002549	615.886245756889	-1.07954860448301	0.118633215297236	-9.09988489967331	9.04276112012811e-20	6.03596023851775e-19	51056	LAP3	4	17577192	17607972	1	protein_coding	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
ENSG00000002586	4617.65872870308	0.894314937168588	0.078672849895345	11.3675167272859	6.06896980384463e-30	6.45320509120693e-29	4267	CD99	X	2691187	2741309	1	protein_coding	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]
ENSG00000002587	146.882808016777	-1.18373404307638	0.163488847071414	-7.2404574641065	4.4717382358697e-13	2.01014492761358e-12	9957	HS3ST1	4	11393150	11429564	-1	protein_coding	heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]
ENSG00000002822	816.648188074087	-0.489046814885639	0.107368637486833	-4.55483860401614	5.24258144458349e-06	1.29646059879793e-05	8379	MAD1L1	7	1815793	2233243	-1	protein_coding	mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]
ENSG00000002834	5217.03168853139	0.248058004743849	0.0668092641456829	3.71292825801731	0.000204874976835069	0.00041777415195155	3927	LASP1	17	38869859	38921770	1	protein_coding	LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]
ENSG00000002919	311.373501766763	-0.612117038833423	0.121366244759662	-5.04355259607464	4.56967082315089e-07	1.24984355084228e-06	29916	SNX11	17	48103357	48123074	1	protein_coding	sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]
ENSG00000003056	672.082228150161	-0.819312799808336	0.131298676509799	-6.24006899069687	4.37377943640563e-10	1.56162029448742e-09	4074	M6PR	12	8940361	8949761	-1	protein_coding	mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]
ENSG00000003096	8.39755624480009	-0.536050535452052	0.573723181243407	-0.934336545876169	0.350130318314414	0.405416980173751	90293	KLHL13	X	117897813	118117340	-1	protein_coding	kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]
ENSG00000003249	487.140048090891	0.542872106897654	0.110968333432228	4.8921353516515	9.97478066731765e-07	2.65109120452428e-06	79007	DBNDD1	16	90004865	90020128	-1	protein_coding	dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]
ENSG00000003393	293.254493224706	-0.322167401008085	0.116731212147234	-2.7599079550526	0.00578176490218778	0.00948852513161021	57679	ALS2	2	201700267	201780956	-1	protein_coding	ALS2, alsin Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:443]
ENSG00000003400	124.92772262683	1.71120032574025	0.181612398319457	9.42226599931927	4.41456211276311e-21	3.16710071259157e-20	843	CASP10	2	201182881	201229406	1	protein_coding	caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]
ENSG00000003402	144.486282749262	-0.376079876634494	0.166671357040272	-2.25641575920944	0.024044605602741	0.0355391118804379	8837	CFLAR	2	201116154	201176687	1	protein_coding	CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]
ENSG00000003436	633.59648443974	1.11576153485293	0.108797487072039	10.2553980324392	1.1191396494969e-24	9.50746958646023e-24	7035	TFPI	2	187464230	187565760	-1	protein_coding	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]
ENSG00000003509	260.40914474171	0.605954840085791	0.123753757189188	4.89645610645535	9.75804317205868e-07	2.5958531635451e-06	55471	NDUFAF7	2	37231631	37253403	1	protein_coding	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]
ENSG00000003756	367.872237234728	0.492380881733559	0.109196318613846	4.50913444687433	6.5092649672297e-06	1.59161463757589e-05	10181	RBM5	3	50088908	50119021	1	protein_coding	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]
ENSG00000003987	14.3571429298899	-0.520236087993946	0.455983168800903	-1.14091072563492	0.253907075584541	0.304973003861864	9108	MTMR7	8	17296794	17413528	-1	protein_coding	myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]
ENSG00000004059	1725.76794420365	0.824444169945178	0.0942706268654567	8.74550427167336	2.22021828612037e-18	1.37729115638565e-17	381	ARF5	7	127588386	127591700	1	protein_coding	ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]
ENSG00000004142	1463.45616002879	-0.76741200617952	0.0874005590655108	-8.78040157162278	1.6289201294224e-18	1.01784816316844e-17	26073	POLDIP2	17	28346633	28357527	-1	protein_coding	DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]
ENSG00000004399	346.82866343898	-0.223863464146839	0.115495937351787	-1.9382799887149	0.0525890724723651	0.0728333173572239	23129	PLXND1	3	129555175	129606818	-1	protein_coding	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]
ENSG00000004455	1944.76603513729	-0.820831048745352	0.0750014824926824	-10.9441976540322	7.08421601503569e-28	6.89871082613162e-27	204	AK2	1	33007940	33080996	-1	protein_coding	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]
ENSG00000004478	1778.6486190286	-1.24733462478882	0.0698947122655912	-17.8459082862964	3.11005073405596e-71	1.23201955437684e-69	2288	FKBP4	12	2794970	2805423	1	protein_coding	FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]
ENSG00000004487	2820.10235390971	-0.385762328820682	0.0669205292202492	-5.76448413238124	8.19079833627872e-09	2.61968973554785e-08	23028	KDM1A	1	23019443	23083689	1	protein_coding	lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
ENSG00000004534	521.908998375899	-0.656793038281088	0.0998533886509871	-6.57757385256845	4.78186366070821e-11	1.8378594370104e-10	10180	RBM6	3	49940007	50100045	1	protein_coding	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]
ENSG00000004660	106.552645794252	-1.10407279365838	0.171054483045372	-6.45450954574238	1.08569934738942e-10	4.05620837679214e-10	84254	CAMKK1	17	3860315	3894891	-1	protein_coding	calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]
ENSG00000004700	417.951190855183	-1.11532571877958	0.153128597504897	-7.28358867613815	3.25055087466898e-13	1.47392008245488e-12	5965	RECQL	12	21468910	21501669	-1	protein_coding	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]
ENSG00000004766	280.758467024887	-0.254616572642936	0.132007265876292	-1.9288072588485	0.0537547943636386	0.0743771253068644	55610	VPS50	7	93232340	93361123	1	protein_coding	VPS50, EARP/GARPII complex subunit [Source:HGNC Symbol;Acc:HGNC:25956]
ENSG00000004776	10.0523913253422	1.16158723905987	0.649377727266666	1.78876975647006	0.0736519034884769	0.0989127083422401	126393	HSPB6	19	35754566	35758079	-1	protein_coding	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]
ENSG00000004777	229.454010920436	-0.958728144100571	0.179582259034633	-5.33865733315938	9.36374289769616e-08	2.71813309364028e-07	115703	ARHGAP33	19	35774532	35788822	1	protein_coding	Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]
ENSG00000004779	696.567630071199	-0.588014321706449	0.0911682330008665	-6.44977205712499	1.12018503132539e-10	4.18183287750614e-10	4706	NDUFAB1	16	23581014	23596316	-1	protein_coding	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]
ENSG00000004838	70.7283433034558	0.465172647716528	0.220121193425262	2.1132569766594	0.0345787789781425	0.0496542001520253	51364	ZMYND10	3	50341110	50345732	-1	protein_coding	zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]
ENSG00000004864	607.349171897977	-1.24697607297666	0.106170333801067	-11.7450518269363	7.48765818985503e-32	8.60844488104942e-31	10165	SLC25A13	7	96120220	96322147	-1	protein_coding	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]
ENSG00000004866	373.750290630033	-0.378324356629296	0.110739617525211	-3.41634155042271	0.00063468587369328	0.00121343615300992	7982	ST7	7	116953238	117230103	1	protein_coding	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]
ENSG00000004897	1495.83993832678	-0.683724576411788	0.0850234240445515	-8.04160246538087	8.8671155110888e-16	4.68011621725751e-15	996	CDC27	17	47117703	47189422	-1	protein_coding	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]
ENSG00000004961	439.635845444668	-0.936297508918366	0.102110560014805	-9.16944837813654	4.75445693423842e-20	3.22674456179365e-19	3052	HCCS	X	11111301	11123086	1	protein_coding	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]
ENSG00000004975	576.827740685726	0.422460488773662	0.112484710428991	3.75571477370121	0.000172847458451987	0.000356050621635307	1856	DVL2	17	7225342	7234517	-1	protein_coding	dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]
ENSG00000005001	317.49885126404	0.261457923127383	0.125501581624474	2.08330380974574	0.0372235397042425	0.0531587736881316	64063	PRSS22	16	2852730	2858170	-1	protein_coding	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]
ENSG00000005007	1954.88277539414	-0.80930877868963	0.0886093399150974	-9.13344777723301	6.6351760590123e-20	4.47191847379941e-19	5976	UPF1	19	18831938	18868236	1	protein_coding	UPF1, RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]
ENSG00000005020	884.6385590373	0.597137821413033	0.0951874170186878	6.27328527357559	3.53508340796989e-10	1.2705731242945e-09	8935	SKAP2	7	26667068	26995239	-1	protein_coding	src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]
ENSG00000005022	5827.56329704028	-1.16773376146522	0.0719422470136839	-16.2315441890925	3.01771219319628e-59	8.60904273041398e-58	292	SLC25A5	X	119468422	119471396	1	protein_coding	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]
ENSG00000005059	568.227403200702	-0.217833361454657	0.103121756310454	-2.11238994804215	0.0346530164658502	0.0497412046119697	55013	MCUB	4	109560209	109688719	1	protein_coding	mitochondrial calcium uniporter dominant negative beta subunit [Source:HGNC Symbol;Acc:HGNC:26076]
ENSG00000005073	73.2486686652513	-1.33062397451156	0.203241319887297	-6.54701502258219	5.86984610902314e-11	2.23831066119119e-10	3207	HOXA11	7	27181510	27185223	-1	protein_coding	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]
ENSG00000005075	791.528098306205	0.702460497717061	0.395575704640104	1.77579282417297	0.0757670708981221	0.101510188360704	5439	POLR2J	7	102473118	102478907	-1	protein_coding	RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]
ENSG00000005100	423.793117252949	-1.3018866319879	0.104560278123322	-12.4510632082712	1.37994524783751e-35	1.81723955040427e-34	56919	DHX33	17	5440917	5468982	-1	protein_coding	DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]
ENSG00000005156	191.333586634543	-1.61923992460418	0.160467838739177	-10.0907442720412	6.07074631516321e-24	5.01981507557852e-23	3980	LIG3	17	34980494	35009743	1	protein_coding	DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]
ENSG00000005175	553.458724798292	-0.210477408028902	0.114459452663949	-1.83888183221407	0.0659325685422165	0.0894856143942308	79657	RPAP3	12	47661249	47706030	-1	protein_coding	RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]
ENSG00000005187	10.8208224769505	1.38294321039257	0.600692652631771	2.30224758757008	0.0213212137139304	0.0318268127710094	6296	ACSM3	16	20610243	20797581	1	protein_coding	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]
ENSG00000005189	141.511269834811	-0.948095012713624	0.159560562791733	-5.94191319036101	2.81714604613152e-09	9.40209593876037e-09	81691	REXO5	16	20806429	20849668	1	protein_coding	RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]
ENSG00000005194	429.111895370987	-1.3219474743219	0.109147579086082	-12.1115601957539	9.17324952997154e-34	1.13232541615517e-32	57019	CIAPIN1	16	57428187	57447420	-1	protein_coding	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]
ENSG00000005206	433.216057872757	-0.0882727400661026	0.108069149055639	-0.816817203035951	0.41403289960523	0.470002461489257	56928	SPPL2B	19	2328615	2355095	1	protein_coding	signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]
ENSG00000005238	82.8069605920405	1.13853581439858	0.194339241754141	5.85849674065799	4.67075780581419e-09	1.53046318932702e-08	80256	FAM214B	9	35104112	35116341	-1	protein_coding	family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666]
ENSG00000005243	294.819608778621	0.683688594261449	0.123321419959874	5.54395655259163	2.95712239742865e-08	9.0054168184071e-08	51226	COPZ2	17	48026167	48038030	-1	protein_coding	coatomer protein complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]
ENSG00000005302	311.031510535347	-0.216526849660612	0.114764896154957	-1.88669930366385	0.0592007813993329	0.0810888838898313	10943	MSL3	X	11758159	11775772	1	protein_coding	MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]
ENSG00000005339	470.231860597972	-0.145618928924437	0.111746097194333	-1.3031231745946	0.192532712939111	0.23794013981234	1387	CREBBP	16	3725054	3880726	-1	protein_coding	CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]
ENSG00000005436	246.383792386478	-0.381495180432326	0.146506283630985	-2.60395097723741	0.0092155937233561	0.0146520804121589	6936	GCFC2	2	75652000	75710989	-1	protein_coding	GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]
ENSG00000005448	333.094882474583	-0.344761442797315	0.111214119174933	-3.09997907958995	0.00193534311725749	0.00343881364817917	84058	WDR54	2	74421678	74425755	1	protein_coding	WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]
ENSG00000005469	228.463091624413	0.389285479677334	0.137364257845655	2.83396485943776	0.00459743872184367	0.00766923694782436	54677	CROT	7	87345681	87399795	1	protein_coding	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]
ENSG00000005483	624.006239587692	0.569106491495655	0.0895593546605049	6.35451755601615	2.0908176850841e-10	7.65635272875058e-10	55904	KMT2E	7	105014179	105114361	1	protein_coding	lysine methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541]
ENSG00000005486	583.790034297269	-0.118608662016967	0.101247607675325	-1.17147125487957	0.24140940553758	0.291233557921785	57414	RHBDD2	7	75842602	75888926	1	protein_coding	rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]
ENSG00000005700	387.237711261796	0.0238438765963071	0.108424900959852	0.219911444559549	0.825940123018059	0.850982762976696	25998	IBTK	6	82169986	82247754	-1	protein_coding	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]
ENSG00000005801	220.031410824424	0.317635753000322	0.158137637969784	2.00860311990378	0.0445792401893104	0.0626024625257457	7748	ZNF195	11	3339261	3379222	-1	protein_coding	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]
ENSG00000005810	422.644676243133	-0.526076336991115	0.113534592993494	-4.63362155199042	3.59323617012481e-06	9.03297066530081e-06	23077	MYCBP2	13	77044657	77327094	-1	protein_coding	MYC binding protein 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:23386]
ENSG00000005812	1143.02397643649	0.210722401461983	0.0975841494479576	2.15939169070037	0.0308197919974869	0.0446345050406679	26224	FBXL3	13	76992598	77027195	-1	protein_coding	F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]
ENSG00000005882	282.972905313386	0.803139384751977	0.139582157651744	5.75388286199016	8.72166011349352e-09	2.77729054465943e-08	5164	PDK2	17	50094737	50112152	1	protein_coding	pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]
ENSG00000005884	5144.9714718553	-0.461965618751622	0.0849716835231348	-5.43670078780827	5.42761693089167e-08	1.61576066200814e-07	3675	ITGA3	17	50055968	50090481	1	protein_coding	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]
ENSG00000005889	533.608844779487	0.0382449186277909	0.107756991142082	0.354918212010611	0.72265086434159	0.760470966604468	7543	ZFX	X	24149173	24216255	1	protein_coding	zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]
ENSG00000005893	1368.61770475137	0.704852847928601	0.0832401555497893	8.46770219581101	2.50281217047446e-17	1.4484317515354e-16	3920	LAMP2	X	120427827	120469365	-1	protein_coding	lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]
ENSG00000005961	26.9237864458758	1.54670814245061	0.346614375345114	4.46233120282619	8.10727871227488e-06	1.96488626878709e-05	3674	ITGA2B	17	44372180	44389505	-1	protein_coding	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]
ENSG00000006007	843.078194166903	-0.0262150584286254	0.0978179927661427	-0.267998327171758	0.788700606375377	0.818806255500658	51573	GDE1	16	19501693	19522123	-1	protein_coding	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]
ENSG00000006015	291.324120620756	0.079028101553673	0.138089699139333	0.572295414112918	0.567121856033209	0.619081804075477	55049	REX1BD	19	18588685	18592336	1	protein_coding	required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]
ENSG00000006025	329.573199534518	2.41235635770174	0.16466372279299	14.6501993079221	1.34321116150969e-48	2.75906396239985e-47	114881	AC003665.1	17	47807372	47821834	-1	protein_coding	oxysterol binding protein like 7 [Source:NCBI gene;Acc:114881]
ENSG00000006042	31.3927483789045	0.229454233821636	0.307864309295047	0.745309627956045	0.456084562061363	0.511249576757443	26022	TMEM98	17	32927910	32945106	1	protein_coding	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
ENSG00000006062	360.623527940623	-0.767156029806747	0.111957687733927	-6.8521960870604	7.27247739422101e-12	2.97887539907148e-11	9020	MAP3K14	17	45263119	45317145	-1	protein_coding	mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]
ENSG00000006118	654.831456195588	0.694547422028503	0.130777114317788	5.31092481778389	1.09070321928855e-07	3.13614823092474e-07	54972	TMEM132A	11	60924463	60937159	1	protein_coding	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]
ENSG00000006125	3547.71776014491	-0.513196590917391	0.106768148330839	-4.8066450429314	1.534841425111e-06	3.99694860579994e-06	163	AP2B1	17	35578046	35726413	1	protein_coding	adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]
ENSG00000006194	223.853759666566	-0.523895282397693	0.132817855905659	-3.94446423506352	7.99785884695728e-05	0.000171940401520341	10127	ZNF263	16	3263800	3301401	1	protein_coding	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]
ENSG00000006282	632.611421766484	0.989936249945516	0.0923703724369768	10.717032137344	8.46769364240064e-27	7.97429185522717e-26	64847	SPATA20	17	50543058	50555852	1	protein_coding	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
ENSG00000006327	1627.93323009805	-1.44380019551626	0.104897674049015	-13.763891417093	4.20281652321014e-43	7.15755365366324e-42	51330	TNFRSF12A	16	3018445	3022383	1	protein_coding	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]
ENSG00000006432	373.954277404929	-0.935053184285327	0.107402281860725	-8.70608303739644	3.14556432539538e-18	1.93730615697566e-17	4293	MAP3K9	14	70722526	70809534	-1	protein_coding	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]
ENSG00000006451	1481.47091111707	-0.00365818305975297	0.0909421022960288	-0.0402254067961294	0.967913422324805	0.973388650017316	5898	RALA	7	39623565	39708120	1	protein_coding	RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]
ENSG00000006453	686.340242197432	-0.296848986471948	0.0882591889976259	-3.36337768161378	0.000769949481635191	0.00145487019355513	55971	BAIAP2L1	7	98291650	98401090	-1	protein_coding	BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]
ENSG00000006459	28.8143300489369	1.20708060172833	0.321958889371466	3.74917618856499	0.000177416413324841	0.000364946588605833	80853	KDM7A	7	140084746	140176983	-1	protein_coding	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]
ENSG00000006530	369.688204623575	-0.0712526067180071	0.10956008812411	-0.650351856574743	0.515464967708244	0.569837589993993	55750	AGK	7	141551189	141655244	1	protein_coding	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
ENSG00000006534	820.836528401551	2.05637194446379	0.0999129612028261	20.5816334508323	4.00940805734654e-94	2.70597919722212e-92	221	ALDH3B1	11	68008578	68029282	1	protein_coding	aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]
ENSG00000006555	246.92891444284	0.0743510652424814	0.123121750270311	0.603882458454702	0.545921792010106	0.598901653345256	55001	TTC22	1	54779712	54801323	-1	protein_coding	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]
ENSG00000006576	878.613472282924	0.0016155107317959	0.114514631853519	0.0141074612531819	0.988744247829368	0.990510833208942	57157	PHTF2	7	77798792	77957503	1	protein_coding	putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]
ENSG00000006607	74.002503318269	-0.966100931713298	0.225602044848378	-4.28232347079387	1.84951849817957e-05	4.31465525147412e-05	9855	FARP2	2	241356285	241494841	1	protein_coding	FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]
ENSG00000006625	1390.6209590381	-1.15613937999747	0.106621172387999	-10.8434315071141	2.14279714575425e-27	2.05511163097404e-26	79017	GGCT	7	30496621	30504841	-1	protein_coding	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]
ENSG00000006634	669.684855693213	-1.29817597752605	0.105388050844793	-12.3180566214086	7.24184485322954e-35	9.34262073189205e-34	10926	DBF4	7	87876216	87909553	1	protein_coding	DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]
ENSG00000006652	699.78453212704	-0.579535837330218	0.0931636669232758	-6.22062072553982	4.95191872973885e-10	1.7615683563234e-09	3475	IFRD1	7	112422968	112481017	1	protein_coding	interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]
